p_id,torwatch,torwarn,rec_all,rec_most,rec_soon,rec_sleep,rec_driving,rec_work,rec_store,rec_small_group,rec_large_group,rec_morn,rec_aft,rec_eve,alert_und,tor_watchwarn_und,tor_map_und,tor_radar_und,svr_watchwarn_und,und_morn,und_aft,und_eve,warn_time,warn_time_minutes,watch_time,watch_time_hours,warn_size,watch_size,resp_prot,resp_sleep,resp_driving,resp_work,resp_store,resp_small_group,resp_large_group,resp_morn,resp_aft,resp_eve,gend,age,hisp,race,nws_region,WARNING_AVG,weightfactor
EPO78CP2LYD7PPD4M9,1,NA,3,4,3,1,4,3,2,3,2,4,5,4,4,3,4,3,4,NA,5,5,2,NA,2,8,1,3,3,4,4,4,4,4,4,4,5,5,0,67,0,2,Central Region,6.166666666666667,0.24563
EPO78CP9Q8HH9H54M7,NA,2,2,4,4,1,3,3,1,3,3,4,4,4,4,2,2,2,2,4,4,4,1,60,2,24,2,2,4,2,3,4,4,4,NA,4,4,4,0,60,0,2,Eastern Region,1.8333333333333333,0.382568
EPO78CPFDZCX38G4M5,1,NA,5,5,5,3,5,4,4,4,4,4,5,5,4,3,4,3,3,5,NA,5,1,20,2,1,3,3,2,3,NA,4,4,4,4,3,3,3,0,48,1,1,Southern Region,31,1.406679
EPO78CPJMYPYY5L4M5,1,NA,4,5,4,1,3,4,4,5,2,3,5,4,4,2,4,3,3,4,5,5,1,30,1,NA,1,1,2,1,4,4,3,3,2,2,2,3,0,18,0,2,Eastern Region,24.166666666666668,0.658548
EPO78CQNS4CQG7W4M7,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,NA,1,NA,1,1,3,3,3,3,3,3,3,3,3,3,0,30,0,2,Eastern Region,17.333333333333332,0.807091
EPO78CQT3C9CYNV4M7,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,NA,4,NA,1,1,5,5,5,5,5,5,5,5,5,5,1,27,0,1,Eastern Region,12.666666666666666,1.359186
EPO78CR6BKYQP744M0,NA,2,3,4,4,2,2,4,2,3,3,2,4,4,4,3,2,2,2,3,4,4,1,40,2,8,1,1,2,2,3,4,3,4,4,4,5,5,1,70,0,2,Eastern Region,1.8333333333333333,0.75772
EPO78CSMR6W3D7C4M9,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,NA,1,NA,5,1,5,5,5,5,5,5,5,5,5,5,0,29,1,1,Eastern Region,1.8333333333333333,1.385228
EPO78CSQ69X8KYT4M5,NA,2,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,1,10,2,3,3,5,4,4,4,4,4,4,4,4,4,4,0,60,1,1,Southern Region,48.833333333333336,0.365803
EPO78CSVC6C5X5N4M9,NA,2,4,5,2,1,3,4,2,3,4,1,4,4,4,3,2,2,3,2,4,4,3,NA,4,NA,3,3,2,2,3,4,4,NA,3,2,3,4,1,65,1,1,Southern Region,17.166666666666668,0.293544
EPO78CSVWBD8ZBJ4M8,NA,2,4,4,4,1,2,2,2,2,2,2,3,4,3,1,3,1,1,2,3,3,2,NA,2,2,3,3,3,2,2,2,3,2,2,3,3,4,0,73,0,2,Eastern Region,12.333333333333334,0.649733
EPO78CTNWQPR67X4M7,2,NA,4,4,4,2,2,3,3,3,3,4,4,4,4,2,3,4,3,3,3,3,NA,NA,2,5,3,3,4,3,NA,3,NA,3,3,3,3,3,1,72,0,2,Central Region,15.833333333333334,0.849081
EPO78CTRKKRDQKS4M4,NA,2,4,5,4,4,2,4,2,2,4,4,4,4,5,4,5,4,4,4,4,4,1,30,2,3,3,3,3,3,3,5,5,5,5,4,4,4,0,80,1,1,Eastern Region,33.833333333333336,0.539637
EPO78CTRLKZPYY74M7,NA,2,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,3,2,2,4,4,2,NA,3,NA,2,3,3,2,3,4,3,3,4,2,3,2,0,21,1,7,Southern Region,15.666666666666666,0.635316
EPO78CVLVYX85Z94M9,NA,1,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,1,5,2,2,1,2,3,2,3,3,3,3,2,3,3,3,0,24,0,1,Western Region,0.5,0.700394
EPO78CW5RSDPBYY4M2,NA,2,3,3,3,2,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,2,NA,4,NA,3,5,3,2,4,4,2,3,3,3,3,3,1,64,1,1,Western Region,0,0.733478
EPO78CW87KXFCZZ4M1,NA,2,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,15,2,6,3,3,2,4,4,4,4,4,4,4,4,4,0,38,0,2,Eastern Region,18.833333333333332,0.785842
EPO78CW9S5662FM4M6,1,NA,4,4,4,3,4,4,4,4,4,4,4,4,5,3,3,3,3,4,4,4,2,NA,2,8,3,1,4,3,4,4,4,4,4,4,4,4,0,30,0,2,Eastern Region,33.833333333333336,0.807091
EPO78CWFHW9X3L44M0,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,1,10,1,NA,1,1,3,3,3,3,3,3,3,3,3,3,0,36,0,4,Eastern Region,24.166666666666668,0.758357
EPO78CWLJHDN66N4M6,NA,2,3,3,4,2,3,3,3,3,3,3,4,4,4,2,2,2,2,NA,4,4,1,45,2,10,1,2,4,4,4,4,4,4,4,3,4,4,0,62,1,1,Western Region,0.5,1.334472
EPO78CWM49XB3LY4M6,NA,2,3,4,4,2,4,4,3,3,3,5,5,5,4,2,2,2,4,4,4,4,3,NA,3,NA,2,3,2,3,4,4,3,4,4,4,4,4,0,50,0,2,Eastern Region,1.8333333333333333,1.118096
EPO78CWNHN238ZR4M3,NA,2,1,4,2,2,4,2,2,3,3,4,4,2,5,3,3,4,4,4,NA,2,1,30,2,12,1,1,4,3,4,4,2,2,2,4,4,2,1,45,0,1,Southern Region,49.166666666666664,0.905477
EPO78CWPCPGNFLG4M3,2,NA,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,2,NA,1,NA,2,2,3,3,3,3,3,3,3,3,3,3,0,22,0,1,Eastern Region,1.8333333333333333,0.419227
EPO78CWRZJJ9YXF4M3,2,NA,5,5,5,1,5,5,3,3,3,1,5,5,5,3,4,4,3,3,5,5,2,NA,2,1,2,2,3,1,3,5,3,3,3,2,5,5,0,21,0,5,Eastern Region,8,0.021968
EPO78CXYWLF5TGT4M0,NA,2,5,3,5,3,5,3,3,5,4,4,5,5,5,4,4,4,4,5,5,5,1,0,2,1,2,2,5,4,5,5,5,5,5,5,5,5,1,55,1,1,Eastern Region,18.833333333333332,0.487013
EPO78CY9C285VT94M7,NA,2,4,4,4,2,2,4,NA,4,4,4,4,4,5,4,4,3,4,4,4,4,2,NA,2,3,2,2,4,4,4,4,4,4,4,4,4,4,0,38,0,1,Southern Region,17.166666666666668,1.378121
EPO78CZD3SS56HX4M1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,NA,5,1,5,1,NA,1,1,5,4,4,4,4,4,4,5,5,5,0,73,0,2,Central Region,15.833333333333334,0.29133
EPO78D2D9XWSW2S4M7,NA,2,3,5,4,4,4,4,4,4,4,3,4,4,5,4,4,4,3,1,4,3,2,NA,2,2,1,1,4,4,4,4,5,4,4,4,4,4,0,45,1,1,Central Region,15.333333333333334,0.249485
EPO78D2GJ6BGRL44M8,NA,2,3,2,3,1,1,4,3,2,3,2,4,3,4,1,2,3,3,3,4,3,1,30,2,12,1,2,3,1,1,3,3,2,3,3,4,3,0,68,1,1,Southern Region,17.166666666666668,0.575443
EPO78D2HGKZGV2M4M2,2,NA,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,2,NA,1,NA,1,1,4,4,3,4,4,4,3,3,3,3,0,64,1,1,Southern Region,21.333333333333332,0.365803
EPO78D32KRQLYHB4M7,NA,2,4,5,4,5,5,5,5,5,5,4,4,4,5,3,3,4,4,4,4,4,1,10,1,NA,3,2,5,4,4,4,4,4,4,4,4,4,1,65,1,1,Southern Region,48.5,0.293544
EPO78D353KRYJ9L4M9,1,NA,5,4,3,4,4,4,5,5,NA,4,4,4,3,3,2,3,3,3,4,4,3,NA,3,NA,1,1,5,3,4,4,5,5,3,5,3,4,0,29,1,6,Eastern Region,1.8333333333333333,0.223496
EPO78D36STJK2HG4M8,1,NA,3,2,3,3,3,3,3,4,3,4,4,4,5,2,3,2,3,4,3,4,NA,NA,2,3,NA,3,3,3,4,4,3,3,4,3,4,4,0,55,0,2,Southern Region,53.166666666666664,0.779287
EPO78D37WXQCYQZ4M9,1,NA,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,2,NA,2,24,2,2,4,3,3,4,4,4,4,4,4,4,0,51,1,1,Central Region,15.833333333333334,0.806656
EPO78D39336J6F34M7,1,NA,3,3,4,2,3,3,3,3,3,4,3,3,4,3,3,3,4,4,4,3,3,NA,3,NA,1,1,3,3,3,3,3,3,3,4,4,3,0,21,1,7,Western Region,0,1.460419
EPO78D3C7LT9Y9M4M5,NA,2,3,3,3,1,4,4,3,2,2,1,3,4,5,2,2,2,2,1,4,4,1,10,2,3,2,2,NA,2,3,4,4,4,4,1,4,4,1,46,0,2,Southern Region,31,1.360168
EPO78D3D8JN46PY4M5,NA,2,3,4,3,2,3,4,3,4,4,3,4,2,4,3,3,3,3,4,4,2,2,NA,2,2,2,2,3,2,3,4,4,4,4,4,4,3,1,29,1,1,Central Region,15.833333333333334,0.956255
EPO78D3HQWJ69FW4M8,NA,2,4,3,3,1,1,3,3,1,3,3,5,5,4,3,3,3,3,3,5,5,1,30,1,NA,1,1,3,3,3,3,3,3,3,3,5,5,1,69,0,2,Southern Region,31,0.661873
EPO78D3JKG39KFQ4M4,NA,1,4,5,5,4,5,5,4,5,5,4,4,4,5,4,5,5,4,5,4,5,2,NA,3,NA,1,2,5,5,4,4,5,5,4,5,5,4,0,24,0,1,Southern Region,31,0.50067
EPO78D43825FZ2J4M4,1,NA,5,4,4,5,4,5,4,5,4,4,5,5,5,5,5,4,5,5,4,5,3,NA,3,NA,4,4,5,4,5,4,5,5,4,5,4,4,1,34,0,1,Eastern Region,8,0.599669
EPO78D45TP3D3XK4M2,NA,1,4,2,3,NA,1,1,3,3,3,3,4,3,5,4,3,4,5,4,4,5,1,15,2,8,1,1,4,3,3,3,4,4,2,3,5,3,1,27,0,2,Central Region,15.833333333333334,3.305644
EPO78D45Z2TFJLV4M4,NA,1,4,4,4,3,4,4,3,3,5,5,5,4,5,3,4,3,4,4,4,5,3,NA,3,NA,5,5,5,4,3,3,3,4,4,4,4,5,1,36,0,1,Eastern Region,4.833333333333333,0.556425
EPO78D4GRR2ZBVZ4M2,NA,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,NA,2,3,1,5,5,4,4,4,4,4,4,5,5,5,0,43,0,2,Western Region,0.3333333333333333,0.376281
EPO78D4J6RNBCKC4M5,1,NA,3,4,4,2,3,3,4,4,4,3,5,5,5,3,2,2,3,3,4,4,3,NA,3,NA,3,3,4,2,4,4,4,4,4,3,4,3,0,73,0,2,Eastern Region,12.833333333333334,0.649733
EPO78D5Y38JJYDX4M2,NA,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,NA,1,NA,3,1,5,5,5,5,5,5,5,5,5,5,0,38,0,2,Southern Region,25.833333333333332,0.982308
EPO78D6R6PLYWGV4M3,NA,2,4,4,3,3,3,3,3,3,3,4,3,4,4,2,2,2,2,3,3,3,1,30,2,20,2,2,2,3,3,3,3,3,3,3,3,3,1,75,0,2,Central Region,15.833333333333334,0.53773
EPO78D6RCQVL6DM4M5,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,10,1,NA,2,1,5,5,5,5,5,5,5,5,5,5,0,30,1,1,Western Region,0.3333333333333333,0.979875
EPO78D6ZHPHDLFT4M4,1,NA,5,5,5,1,1,1,1,1,1,1,5,5,5,3,2,3,3,2,5,5,2,NA,2,24,3,2,4,4,5,5,5,5,5,2,5,5,0,57,1,1,Western Region,0,0.626818
EPO78D7CB5NDF3G4M6,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,3,NA,3,NA,2,2,4,4,4,4,4,4,4,4,4,4,1,37,1,1,Western Region,0,1.626266
EPO78D7CMDSMWM44M3,3,NA,3,2,4,1,NA,5,2,4,3,5,1,1,3,1,1,1,2,5,1,1,1,15,1,NA,5,1,2,4,1,5,2,4,4,5,1,1,0,22,0,1,Southern Region,17.166666666666668,0.50067
EPO78D7G2HTT4DL4M9,NA,2,5,5,5,1,5,5,2,5,4,4,4,4,5,3,5,5,5,4,4,4,1,60,2,23,1,1,4,1,3,5,3,5,4,4,4,4,1,19,0,1,Eastern Region,17.333333333333332,3.341929
EPO78DB57WBTDDB4M0,1,NA,5,3,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,NA,5,5,1,5,2,6,1,3,5,5,5,5,5,5,5,5,5,5,1,24,0,1,Eastern Region,18.166666666666668,1.38715
EPO78DBPPCGK8QL4M5,1,NA,3,2,3,2,3,4,3,4,3,2,4,4,4,3,2,3,2,3,4,4,2,NA,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,1,24,1,1,Southern Region,1.3333333333333333,1.762864
EPO78DBW5Q3N87F4M3,1,NA,2,4,4,1,2,3,3,1,1,3,3,1,4,3,3,3,3,3,3,3,2,NA,2,2,3,3,1,1,3,3,3,2,2,3,3,3,0,69,0,2,Eastern Region,16.5,0.383366
EPO78DCGC46T3HB4M1,NA,2,NA,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,2,3,3,3,1,30,2,12,2,2,3,3,3,3,3,3,3,3,3,3,1,37,1,6,Western Region,0.3333333333333333,0.121797
EPO78DCH85VQHFX4M1,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,5,1,4,4,1,3,3,3,1,60,3,NA,1,2,3,4,4,4,4,4,4,3,3,3,0,46,1,7,Western Region,0,1.076148
EPO78DCJTKHF75V4M6,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,1,30,2,1,1,1,4,4,4,4,4,4,4,4,4,4,0,64,1,1,Southern Region,49.166666666666664,0.365803
EPO78DCMFPS6NV74M8,NA,2,2,3,1,1,4,2,2,2,3,4,3,3,5,3,4,4,4,3,3,3,1,30,1,NA,2,3,3,2,2,2,2,3,3,3,3,3,1,53,1,7,Southern Region,53.166666666666664,0.744141
EPO78DCZNCFVQ854M3,NA,1,3,4,3,2,3,3,3,3,3,4,4,4,4,NA,NA,2,2,4,4,4,2,NA,2,18,5,5,3,2,3,4,4,3,3,4,4,4,0,61,0,2,NA,17.333333333333332,0.861819
EPO78DDGXC3ZL964M1,1,NA,4,4,4,1,2,2,3,3,3,4,3,3,4,2,3,3,2,4,3,3,1,60,2,24,2,2,2,1,3,3,3,3,3,3,3,3,0,58,1,1,Western Region,2.6666666666666665,0.626818
EPO78DDJBV35YQX4M9,1,NA,4,4,5,1,4,5,4,4,4,3,4,4,5,3,3,3,4,4,4,4,4,NA,3,NA,1,1,5,2,3,4,3,4,4,5,4,4,0,41,1,1,Western Region,0.6666666666666666,1.827529
EPO78DDKZRSMTFS4M2,NA,2,1,1,1,3,4,4,4,4,4,4,5,5,3,3,4,4,4,5,5,5,2,NA,2,12,1,1,3,4,4,4,4,4,4,5,4,5,1,33,1,7,Western Region,0.3333333333333333,1.934395
EPO78DGJYCPT57R4M4,NA,2,5,5,5,1,1,2,3,2,2,1,1,1,4,1,2,2,3,2,2,1,1,5,1,NA,2,1,5,1,1,2,1,1,2,5,1,1,0,56,1,1,Southern Region,17.166666666666668,0.672725
EPO78DGKBXV6B934M9,NA,2,2,4,4,3,4,5,2,4,4,3,5,3,3,2,4,4,2,4,5,4,2,NA,2,3,3,3,4,3,4,4,4,4,4,4,4,4,0,68,1,7,Southern Region,53.166666666666664,0.404741
EPO78DGM2PYL7984M1,2,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,4,4,2,NA,2,6,1,1,5,5,4,5,5,5,4,5,4,5,0,45,1,1,NA,17.333333333333332,1.567383
EPO78DGS45G8C774M9,NA,2,4,4,4,2,4,4,4,4,4,3,3,4,5,2,2,2,3,4,4,NA,2,NA,2,24,2,2,3,3,4,4,4,4,4,3,3,4,0,28,0,2,Southern Region,31,1.121219
EPO78DH2ZS87YWX4M2,NA,2,4,4,4,3,2,5,3,4,5,3,4,5,4,2,1,1,2,3,3,3,1,45,2,3,1,1,3,3,3,5,4,4,4,3,4,4,0,24,0,1,Southern Region,45.333333333333336,0.50067
EPO78DHNFBB6JLR4M2,NA,2,4,5,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,3,5,2,NA,2,6,4,4,5,4,5,5,4,4,3,4,4,3,1,34,1,1,Western Region,17.333333333333332,4.315647
EPO78DHSGBL739R4M5,NA,2,5,4,5,NA,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,2,NA,2,8,2,4,4,5,5,5,5,5,5,4,4,4,1,37,1,1,Central Region,15.833333333333334,0.940617
EPO78DHYJLFS8K24M1,2,NA,3,3,3,2,3,3,3,3,3,3,4,4,4,3,2,2,2,4,NA,4,1,60,1,NA,1,1,5,3,4,4,4,4,4,4,4,4,0,72,0,2,Southern Region,26.166666666666668,0.698362
EPO78DK4S8GN4YH4M6,NA,2,5,5,5,3,1,4,1,4,4,5,5,5,4,3,3,3,3,5,5,NA,2,NA,2,6,1,1,5,3,1,4,2,4,4,5,5,5,0,49,1,1,Southern Region,1.3333333333333333,1.406679
EPO78DK58CQSFYQ4M0,2,NA,4,4,4,3,4,4,4,4,3,5,5,4,4,2,3,2,3,4,5,5,2,NA,2,12,2,3,5,5,5,5,5,5,3,5,5,5,0,55,1,1,Southern Region,49.166666666666664,0.672725
EPO78DL86ZXB2WK4M2,NA,1,4,4,4,2,4,5,3,5,4,4,5,3,3,2,2,2,3,3,4,3,2,NA,2,2,1,1,3,2,4,5,4,5,4,3,4,3,0,76,0,2,Southern Region,33.5,0.471035
EPO78DNC38LRQ494M8,1,NA,4,5,3,1,4,4,2,3,3,3,3,1,5,4,4,4,4,4,4,1,1,60,2,2,1,1,4,1,5,NA,5,5,5,4,4,1,0,69,0,7,Southern Region,31,0.722675
EPO78DNFJ6ZVY734M3,NA,2,4,4,4,3,4,3,2,3,3,4,3,2,5,3,3,2,3,4,4,4,1,20,2,1,1,1,4,2,2,3,2,3,2,3,3,3,0,77,0,2,NA,17.333333333333332,1.221667
EPO78DNGSCHB6DH4M2,NA,2,2,3,3,5,5,5,5,5,5,4,5,5,2,3,3,2,3,4,5,5,4,NA,4,NA,2,2,3,5,5,5,5,5,5,4,5,5,0,28,1,7,Western Region,0.3333333333333333,2.471431
EPO78DP6T4K7M974M7,NA,2,3,4,4,3,2,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,1,45,2,3,2,3,3,3,4,4,4,4,4,3,3,3,0,57,1,1,Eastern Region,14.166666666666666,0.640879
EPO78DPBDHWX7RH4M6,1,NA,2,3,3,NA,2,2,1,2,2,3,3,2,5,2,4,4,2,4,4,4,2,NA,2,1,3,3,4,5,4,4,4,NA,4,4,4,4,1,55,0,2,Western Region,2.6666666666666665,0.639433
EPO78DPTYDYWBCM4M2,NA,NA,4,4,4,3,4,2,2,4,4,5,5,5,5,4,4,4,4,4,4,5,3,NA,2,4,1,4,5,1,3,3,2,NA,3,4,4,5,0,35,0,1,Western Region,0.3333333333333333,0.60111
EPO78DPWJ4TPXG24M2,NA,1,4,1,5,2,5,3,4,4,4,4,4,4,3,2,1,1,2,5,4,4,2,NA,1,NA,2,1,3,3,3,4,4,4,4,4,4,3,0,50,0,2,Southern Region,31,1.2659
EPO78DPYTCZBL4R4M1,NA,1,4,3,4,4,4,4,4,3,4,4,4,4,4,2,3,2,3,4,4,4,2,NA,3,NA,3,3,5,3,3,4,4,4,4,4,4,4,0,27,1,1,Southern Region,1.3333333333333333,1.340258
EPO78FKC5LJNFBD4M2,2,NA,5,4,3,4,4,1,1,5,3,3,4,4,3,3,1,1,3,2,3,4,3,NA,3,NA,2,2,5,4,4,1,1,5,3,4,3,4,1,68,1,1,Southern Region,17.166666666666668,0.293544
EPO78FKP79C97Q64M6,2,NA,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,1,45,1,NA,2,2,3,2,2,2,2,NA,2,2,2,2,1,60,0,2,Southern Region,26.166666666666668,0.556676
EPO78FKP99TWQHF4M7,1,NA,2,2,2,3,3,3,3,3,3,3,NA,4,4,3,3,3,3,4,4,4,4,NA,4,NA,2,3,4,3,3,3,3,3,3,3,4,4,1,39,0,1,Western Region,0.16666666666666666,0.409376
EPO78FKZH44BLDM4M4,2,NA,2,4,2,1,3,3,2,3,3,1,3,3,1,2,2,2,2,2,3,3,2,NA,1,NA,3,2,2,2,2,2,2,2,2,2,3,2,0,63,0,2,Southern Region,48.833333333333336,0.68441
EPO78FLVGP37V554M3,NA,2,5,NA,5,2,2,2,2,3,3,4,3,5,5,4,4,4,4,4,4,5,1,59,2,12,2,3,3,2,3,4,4,3,3,4,3,5,0,75,0,2,Southern Region,48.833333333333336,0.471035
EPO78FLVMKGFWZ54M2,NA,1,4,4,3,2,4,4,4,3,3,1,4,5,4,2,3,3,3,2,4,4,1,30,1,NA,2,1,2,2,2,2,2,2,2,1,1,1,0,44,0,2,Eastern Region,12.833333333333334,1.176471
EPO78FLZY5D64XZ4M3,NA,2,4,3,4,2,3,3,3,3,3,3,3,3,5,2,2,2,2,2,2,2,1,30,2,1,1,2,1,2,2,2,2,2,2,2,2,2,0,43,1,6,Southern Region,20.166666666666668,0.116613
EPO78FM35478CX84M8,3,NA,3,3,3,5,5,5,5,5,5,5,5,5,NA,2,2,2,2,5,5,5,1,10,2,1,5,4,5,5,5,5,5,5,5,5,5,5,0,36,1,2,Central Region,3,0.110336
EPO78FM6CF2RFKP4M2,1,NA,4,4,4,4,4,4,4,4,4,3,3,3,4,2,2,2,2,3,3,3,3,NA,3,NA,4,3,4,3,3,3,3,3,3,3,3,3,0,33,0,2,Eastern Region,1.8333333333333333,0.807091
EPO78FM8QTLDS3Q4M4,NA,2,5,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,2,NA,1,NA,1,1,5,3,4,4,4,4,4,4,5,3,0,20,0,2,Central Region,15.833333333333334,0.612605
EPO78FMF33RCKWV4M9,NA,2,4,4,4,5,5,5,5,5,5,4,4,4,4,2,4,3,2,4,4,4,4,NA,1,NA,2,2,5,5,NA,5,5,5,5,4,4,4,0,30,1,1,Western Region,0.3333333333333333,0.979875
EPO78FMTSLVX72P4M7,NA,2,4,4,4,1,2,4,2,4,5,4,5,2,4,4,4,4,4,5,5,3,1,15,2,24,3,3,4,2,4,5,3,4,4,4,4,2,1,26,1,1,Southern Region,49.166666666666664,2.957124
EPO78FMTY5JCTRY4M0,NA,2,3,3,4,2,3,4,2,4,3,2,2,3,4,2,4,4,4,NA,2,3,1,20,1,NA,1,1,4,2,3,2,2,2,2,3,NA,NA,1,74,1,1,Southern Region,23.833333333333332,0.296656
EPO78FN6MKP3MVZ4M4,1,NA,4,4,4,1,3,3,2,2,2,3,3,1,4,3,3,3,3,4,4,1,3,NA,2,12,2,3,4,2,NA,2,2,3,2,4,4,1,0,55,1,2,Eastern Region,17.333333333333332,0.202961
EPO78FN6Q3SVRV34M5,1,NA,1,1,2,1,3,3,3,2,1,3,2,1,4,4,4,3,3,4,2,1,2,NA,2,6,3,3,3,1,2,4,4,3,2,4,2,1,1,23,0,1,Central Region,24.166666666666668,1.440857
EPO78FN9DLD36GH4M7,NA,2,2,3,3,2,2,3,2,3,2,3,3,2,2,1,1,1,1,2,2,2,2,NA,4,NA,5,3,2,2,2,3,2,2,2,2,2,2,1,22,0,4,Western Region,0,0.680386
EPO78FP3NWTQ6D64M2,3,NA,5,5,5,3,3,3,3,2,2,1,3,3,2,1,3,3,3,5,3,3,1,30,1,NA,1,1,4,4,4,3,4,4,3,5,4,3,0,36,1,1,Southern Region,17.166666666666668,1.575743
EPO78FP4Y3B5DKS4M7,1,NA,4,4,4,3,3,3,3,3,3,3,3,3,4,2,3,3,1,3,3,2,2,NA,3,NA,1,2,3,4,4,4,4,4,4,3,3,2,1,28,1,1,Western Region,0.3333333333333333,4.794393
EPO78FP5LQH2LPH4M2,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,2,3,3,3,3,2,NA,2,24,1,1,3,3,3,3,3,3,3,3,3,3,0,49,0,2,Western Region,5.166666666666667,1.21532
