age,gend,hisp,race,nws_region,spc_rand,spc_risk_perc,spc_resp_perc,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom
72,0,0,1,Central Region,A LEVEL 4 of 5 RISK,90,90,500,500,1,5,25,6,4
22,1,1,7,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),70,50,500,10,0.001,0.01,6,24,15
65,0,0,3,Southern Region,AN 15% CHANCE,10,10,500,10,10,2,20,7,10
71,0,0,1,Western Region,A SLIGHT RISK,25,25,455,10,1,29,33,44,14
81,1,0,1,Eastern Region,A SLIGHT RISK,60,60,60,6,1,5,30,8,10
71,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,59,40,2,4,3,5,10
22,0,0,2,Western Region,AN 15% CHANCE,100,0,4,89,100,25,35,33,43
20,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),60,60,500,900,30,40,20,3,35
71,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),60,0,550,100,1,30,26,15,20
20,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),80,90,60,80,100,80,3,5,3
74,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),20,10,73,2,5,80,10,10,25
24,0,0,5,Eastern Region,A SLIGHT RISK (5% CHANCE),5,0,500,1,0,25,30,20,60
68,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,50,50,550,70,1,40,25,45,20
20,0,0,2,Southern Region,A LEVEL 4 of 5 RISK,55,50,100,100,100,100,45,5,10
23,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,8,7,688,65,45,69,50,40,72
19,0,1,2,Western Region,A MODERATE RISK,35,100,5,50,9,3,12,4,23
24,1,0,3,Western Region,A SLIGHT RISK,65,90,500,10,70,10,30,70,40
23,1,1,1,Southern Region,A 5% CHANCE,10,10,500,10,0.1,25,30,20,44.44
19,0,1,2,Central Region,A MODERATE RISK (LEVEL 4 of 5),66,7,5,6,20,5,6,5,5
21,0,0,1,Southern Region,A SLIGHT RISK,8,6,50,50,50,55,5,3,15
18,0,0,1,Eastern Region,AN ENHANCED RISK,75,50,500,10,0.1,33,25,40,10
21,0,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),0,0,50,50,50,50,50,25,5
18,0,0,4,Western Region,AN ENHANCED RISK (15% CHANCE),32,65,500,90,40,40,5,40,60
41,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,0,0,500,10,0.1,40,35,66,20
69,1,0,1,Eastern Region,A 30% CHANCE,40,20,500,10,1,50,25,40,25
18,0,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,60,30,500,10,0.1,25,35,23,4
22,1,0,3,Eastern Region,A MODERATE RISK (30% CHANCE),70,90,1000,1000,1,100,50,70,20
24,0,0,2,Eastern Region,A MODERATE RISK,100,100,1,1,1,1,1,1,1
21,1,1,5,Central Region,A MODERATE RISK,100,100,500,10,1,22,22,33,33
18,0,0,2,Southern Region,A LEVEL 2 of 5 RISK,69,89,576,0.0001,1,5,24,14,20
20,0,0,2,Southern Region,A SLIGHT RISK (5% CHANCE),50,50,599,30,10,100,3,6,5
20,0,0,1,Southern Region,AN 15% CHANCE,90,90,500,1,0.1,10,10,14,100
67,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),50,30,500,10,0.1,25,30,20,4
20,0,0,1,Western Region,A 30% CHANCE,60,30,500,10,0.1,7,30,20,70
20,0,1,7,Western Region,A LEVEL 2 of 5 RISK,0,100,50,25,15,45,35,34,15
24,0,0,2,Central Region,A SLIGHT RISK (5% CHANCE),0,0,500,5,10,15,5,5,15
72,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),50,50,500,100,10,30,50,20,5
67,0,0,2,Southern Region,A MODERATE RISK,50,60,2,90,9,2,3,6,5
24,0,0,5,Southern Region,A LEVEL 4 of 5 RISK,90,100,29,15,34,50,8,48,20
19,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),70,90,750,10,0.1,3.3,30,25,10
19,0,0,2,Western Region,A LEVEL 4 of 5 RISK,50,50,50,50,50,60,4,6,20
20,0,0,2,Eastern Region,A MODERATE RISK,75,99.9,287,400,20,100,3,4,6
70,0,0,1,Central Region,AN 15% CHANCE,3,1,500,10,0.1,25,30,20,50
67,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),80,30,500,10,100,25,25,30,40
66,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),50,50,500,1,1,3,3,12,4
19,0,0,2,Southern Region,A 30% CHANCE,2,4,4,5,9,5,3,2,10
20,0,0,1,Central Region,AN ENHANCED RISK,25,50,500,10,0.1,10,25,20,95
18,0,1,4,Central Region,A SLIGHT RISK (5% CHANCE),100,100,500,1,10,60,25,10,70
23,1,0,1,Central Region,A 5% CHANCE,0,10,500,10,10,25,30,12,5
21,0,1,7,Eastern Region,A MODERATE RISK (30% CHANCE),100,0,100,100,100,100,40,3,10
22,1,0,1,Central Region,AN ENHANCED RISK,0,0,0,0,0,0,0,0,0
70,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),90,10,45,10,10,10,5,7,20
67,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,1,1,5,6,20,10
18,1,0,3,Central Region,A MODERATE RISK,3,3,300,100,20,55,20,2,30
20,0,1,1,Southern Region,A MODERATE RISK,3,73,67,4,9,67,48,4,56
81,0,0,1,Eastern Region,AN ENHANCED RISK,100,80,0,100,1,70,35,50,35
73,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),65,50,500,1,1,33,25,21,12
20,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,98,100,700,6,8,5,5,4,9
20,0,1,2,Western Region,AN LEVEL 3 of 5 RISK,1,50,12,122,50,5,12,5,6
18,0,1,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),80,90,500,10,0.1,30,30,30,15
20,0,1,4,Central Region,A MODERATE RISK (LEVEL 4 of 5),NA,NA,500,20,29,1,1,2,20
20,1,1,1,Western Region,A SLIGHT RISK,50,69,50,100,70,16,49,50,30
24,0,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,25,25,498,10,10,40,30,22,1
22,0,1,5,Southern Region,AN ENHANCED RISK (15% CHANCE),65,80,500,100,10,30,17,45,5
74,0,0,1,Southern Region,AN 15% CHANCE,75,35,500,100,10,50,20,45,20
20,1,0,2,Southern Region,AN ENHANCED RISK,19,12,7,3,5,3.34,5,9,40
24,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,0,0,5,4,50,100,5,4,60
19,0,0,2,Eastern Region,A SLIGHT RISK (5% CHANCE),50,42,67,34,55,29,5,5,5
18,0,1,7,Western Region,A LEVEL 4 of 5 RISK,90,100,500,10,30,20,40,60,10
21,0,0,1,Eastern Region,A MODERATE RISK,30,40,500,10,0.001,25,30,20,20
26,1,1,1,Eastern Region,AN 15% CHANCE,40,30,500,100,0.1,80,30,40,30
23,0,0,1,Western Region,A 5% CHANCE,10,10,625,10,1,10,40,40,20
23,0,0,4,Eastern Region,A 30% CHANCE,30,90,500,10,0.1,25,30,20,20
22,0,1,1,Western Region,A LEVEL 2 of 5 RISK,3,3,500,3,70,70,3,3,50
24,0,0,1,Southern Region,A 5% CHANCE,5,0,420,1,1,40,26,33,20
22,0,0,1,Southern Region,A MODERATE RISK,50,69,500,1,1,10,15,8,35
23,1,0,2,Central Region,AN ENHANCED RISK,15,75,500,50,100,44,44,53,16
79,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),90,80,500,1,1,1,25,60,10
71,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),40,50,500,10,0.1,10,30,20,8
23,0,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),50,50,10,10,5,50,3,1,10
25,0,0,2,Central Region,A 5% CHANCE,100,50,4,10,1,50,3,7,59
22,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),90,80,500,100,0.1,40,25,5.8,5
18,0,1,1,Eastern Region,AN ENHANCED RISK,95,100,432,10,0.1,40,30,10,12
70,0,0,2,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,25,5,60,25,25,15
69,0,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,50,25,10,25,10,10,10
21,0,0,2,Eastern Region,A 30% CHANCE,4,7,121,2,5,13,2,3,17
24,1,0,1,Eastern Region,A 5% CHANCE,70,70,500,10,10,40,16,5,20
21,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),57,78,64,32,32,43,5,38,40
18,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),90,100,500,10,0.5,10,30,12,40
24,0,0,2,Western Region,A SLIGHT RISK (LEVEL 2 of 5),0,5,900,600,5,90,30,8,12
67,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),90,100,500,1,1,2,1,5,8
23,0,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),60,25,56,56,45,12,5,56,45
72,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),20,10,500,10,1,20,20,40,5
24,0,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),75,60,500,10,0.1,25,30,22,80
23,1,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),65,60,500,100,0.1,25,30,20,15
23,1,0,2,Eastern Region,A LEVEL 4 of 5 RISK,100,65,500,10,0.1,20,30,12,10
67,1,0,1,Southern Region,A 5% CHANCE,5,0,500,100,1,10,25,50,20
67,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),90,100,500,100,0.01,40,3,12,0
86,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,10,80,500,35,100,50,5,8,10
71,1,0,1,Western Region,A MODERATE RISK,50,50,500,10,0.1,40,30,12,12.5
71,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),80,100,500,100,0.001,20,30,23,20
72,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,25,50,750,750,1,35,30,15,10
71,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),30,10,500,100,0.1,33,30,11,20
69,0,0,1,Southern Region,AN LEVEL 3 of 5 RISK,75,50,800,10,1,20,50,50,20
65,0,1,1,Eastern Region,AN ENHANCED RISK,100,100,499,10,10,3,3,2,2
76,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),5,20,500,1,1,3,30,14,1
80,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),10,0,500,10,0.001,0.33,30,10,10
72,0,0,1,Southern Region,AN LEVEL 3 of 5 RISK,50,50,500,10,1,30,26,30,20
65,0,0,1,Western Region,A 30% CHANCE,30,40,35,5,1,30,10,30,20
66,0,0,1,Southern Region,A MODERATE RISK,40,0,500,10,1,30,40,60,20
24,1,1,1,Southern Region,A SLIGHT RISK (5% CHANCE),5,2,500,10,0.1,25,30,20,4
70,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),5,0,459,10,1,63,50,30,4
73,0,0,1,Central Region,A LEVEL 4 of 5 RISK,95,100,500,1,1,25,30,18,20
82,1,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),5,5,500,10,0.01,33,25,20,40
24,0,0,2,Eastern Region,AN 15% CHANCE,57,55,4,5,8,5,6,7,8
28,0,1,3,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),33,90,67,1,20,32,3,45,26
65,0,1,1,Eastern Region,AN 15% CHANCE,25,25,50,10,0.001,30,35,20,10
70,1,0,1,Eastern Region,A 5% CHANCE,5,2,500,10,0.001,20,25,22,4
71,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),35,50,50,100,10,3,20,35,5
76,0,0,1,Central Region,A LEVEL 2 of 5 RISK,90,100,50,100,1,5,10,16,20
70,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,50,100,500,10,1,60,30,20,10
69,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,20,20,50,10,5,50,5,0,5
21,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,40,60,500,1,0.001,10,25,20,20
22,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),50,50,25,50,25,50,50,50,50
21,1,0,3,Southern Region,A MODERATE RISK,50,10,432,10,0.5,33,32,50,15
72,0,0,1,Eastern Region,A 5% CHANCE,45,45,500,10,1,2,5,20,20
24,0,0,1,Central Region,AN ENHANCED RISK,100,100,500,10,10,50,25,25,50
20,0,0,2,Southern Region,AN 15% CHANCE,30,20,500,100,50,20,20,10,20
21,0,0,1,Central Region,A 5% CHANCE,50,50,50,50,10,10,1,1,10
23,1,0,1,Central Region,A LEVEL 4 of 5 RISK,50,50,500,100,10,50,10,20,10
22,0,0,2,Southern Region,A SLIGHT RISK,88,77,57,77,86,87,50,66,50
24,0,0,1,Central Region,AN 15% CHANCE,50,50,500,5,5,4,30,30,20
78,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),100,80,50,15,0,1,3,7,20
21,0,0,2,Southern Region,A LEVEL 2 of 5 RISK,50,50,50,50,50,20,5,10,0
22,0,0,1,Southern Region,A MODERATE RISK,75,75,499,100,0.01,40,45,15,20
45,0,1,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),100,0,700,40,3,10,5,40,15
19,0,0,2,Southern Region,A MODERATE RISK (30% CHANCE),100,35,50,50,20,15,30,45,55
21,1,1,1,Eastern Region,AN LEVEL 3 of 5 RISK,50,50,500,10,0.1,10,4,5,10
68,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),100,100,500,100,1,10,30,12,0.5
79,0,0,1,Southern Region,A 5% CHANCE,5,100,50,10,1,20,30,15,5
23,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,85,85,500,10,0.1,10,37.5,21,15
23,0,0,1,Central Region,AN 15% CHANCE,65,65,500,1,1,2,6,10,5
28,0,1,5,Eastern Region,AN ENHANCED RISK (15% CHANCE),90,100,500,10,0.01,5,30,20,20
69,0,0,1,Eastern Region,AN ENHANCED RISK,60,100,50,0,1,100,1,2,20
69,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,98,100,40,5,30,25,6,20,15
24,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,70,50,500,10,1,10,40,50,60
66,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),85,80,450,10,1,33,30,20,10
21,1,0,2,Southern Region,A MODERATE RISK (LEVEL 4 of 5),1,1,1,1,1,1,1,1,20
75,0,0,1,Eastern Region,AN 15% CHANCE,25,10,400,1,1,5,30,12,2
70,0,1,1,Eastern Region,A 30% CHANCE,30,30,500,10,1,98,5,35,20
70,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,500,100,100,50,3,3,50
20,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),50,50,500,100,1,5,25,5,5
47,1,0,2,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),99,99,500,100,10,20,25,12,40
69,0,0,1,Western Region,A LEVEL 2 of 5 RISK,10,10,480,10,1,30,20,30,20
67,0,0,1,Southern Region,AN ENHANCED RISK,25,25,500,10,1,50,3,35,20
74,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),100,100,50,50,50,35,3,14,15
67,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),10,10,500,10,1,20,30,9,20
73,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),25,50,500,10,1,5,10,30,24
67,0,0,1,Western Region,AN 15% CHANCE,50,70,500,10,10,10,25,20,25
20,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,100,100,500,10,1,10,5,6,3
24,0,1,1,Western Region,A LEVEL 2 of 5 RISK,50,70,500,10,1,20,50,70,5
30,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),60,75,0.001,0.1,0.1,25,0.6,1,20
71,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),10,0,40,10,1,3,20,20,100
80,0,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),100,100,500,10,1,20,5,7,20
20,1,0,1,Eastern Region,A SLIGHT RISK,75,56,500,100,100,100,50,56,50
68,0,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),50,25,500,25,25,50,3,5,30
21,1,1,2,Southern Region,A MODERATE RISK,100,100,20,18,50,80,7,10,20
77,1,0,1,Central Region,AN ENHANCED RISK,80,85,500,10,0.1,5,20,26,2
77,0,0,1,Eastern Region,A SLIGHT RISK,0,0,450,100,1,12,50,35,20
23,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),20,10,1,2,1,20,3,5,5
68,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),5,10,500,1,1,33,50,14,20
22,1,0,2,Southern Region,A SLIGHT RISK,80,70,10,100,10,10,10,10,10
69,0,0,1,Central Region,AN ENHANCED RISK,50,50,475,100,5,0.25,9,18,20
19,0,0,2,Eastern Region,A LEVEL 2 of 5 RISK,5,5,56,3,5,23,45,3,8
23,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,100,90,60,70,60,50,40,6,7
65,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),0,0,500,100,0.1,0,0,0,0
68,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),3,70,50,10,1,4,30,40,100
77,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,70,90,500,100,0.1,30,25,20,20
19,1,1,1,Southern Region,AN 15% CHANCE,20,10,500,10,100,50,35,6,10
72,0,0,2,Southern Region,AN ENHANCED RISK,100,100,50,500,25,2,5,3,100
25,0,0,2,Southern Region,A 30% CHANCE,50,50,100,100,100,100,25,40,20
21,0,1,1,Western Region,A LEVEL 4 of 5 RISK,100,100,500,5,10,40,15,30,50
70,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),10,25,50,20,10,40,50,10,4
23,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),5,10,500,10,10,20,35,10,5
71,0,0,1,Eastern Region,AN ENHANCED RISK,65,75,500,100,1,35,40,10,25
79,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),40,40,500,1,1,75,50,55,35
69,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),25,75,500,10,0.01,40,50,17,5
65,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,0,1,500,1,1,40,40,50,20
79,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,20,500,1,1,10,5,35,10
73,0,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,450,10,1,50,5,7,10
78,0,0,1,Eastern Region,AN 15% CHANCE,40,80,500,10,1,40,50,35,20
20,0,0,4,Southern Region,A SLIGHT RISK,0,0,500,10,0.1,10,30,46,20
24,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),45,0,500,100,10,30,25,48,10
20,0,1,2,Eastern Region,A 5% CHANCE,7,40,48,46,37,48,40,40,50
66,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,10,10,500,10,1,50,30,25,50
23,0,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),47,64,80,40,67,56,3,12,67
22,0,0,1,Eastern Region,A SLIGHT RISK,10,15,500,10,0.01,10,30,20,5
25,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,10,0.001,20,30,30,4
19,0,0,5,Central Region,A MODERATE RISK (LEVEL 4 of 5),0,10,2,6,8,23,0,6,10
83,1,0,1,Western Region,A LEVEL 2 of 5 RISK,100,100,500,10,0.1,25,30,20,28
24,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),96,5,1000,10,10,10,10,58,5
74,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),90,99,500,100,0.5,15,10,12,5
65,1,0,1,Eastern Region,A MODERATE RISK,50,20,250,100,1,10,20,30,20
70,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),10,10,500,100,1,10,35,35,20
69,0,0,1,Central Region,A SLIGHT RISK,50,50,50,100,10,40,30,40,10
68,0,0,1,Western Region,A 5% CHANCE,50,25,500,10,10,50,5,35,5
73,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),3,50,500,10,0.1,10,30,15,50
18,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),70,80,500,100,0.1,25,25,20,80
69,0,0,2,Southern Region,AN ENHANCED RISK (15% CHANCE),60,100,500,100,1,30,25,20,20
71,0,0,1,Eastern Region,AN ENHANCED RISK,40,0,500,10,1,25,30,15,5
19,0,1,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),34,18,10,10,20,16,15,18,14
19,1,1,1,Central Region,AN 15% CHANCE,70,50,500,20,20,70,25,10,30
67,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),100,100,750,1,100,10,50,40,5
65,1,0,7,Central Region,AN 15% CHANCE,0,0,580,10,0.00001,30,40,20,50
67,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),5,100,600,80,10,40,30,60,20
68,1,0,2,Eastern Region,AN ENHANCED RISK,50,50,500,10,10,30,10,10,10
22,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),6,100,100,1,2,5,5,50,7
24,1,1,2,Southern Region,A 30% CHANCE,24,56,3,24,58,36,3,5,46
30,0,0,1,Central Region,A LEVEL 4 of 5 RISK,7,60,600,56,34,8,43,23,32
75,0,0,1,Southern Region,A MODERATE RISK,50,0,500,10,0,60,30,14,5
18,0,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),75,100,10,100,10,100,10,6,20
69,0,0,1,Central Region,A MODERATE RISK,10,100,500,10,1,10,30,1,25
26,0,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),50,20,500,5,15,50,35,4,10
18,0,1,2,Eastern Region,A SLIGHT RISK (5% CHANCE),6,8,8,8,0,10,8,9,10
71,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),80,50,500,10,1,40,30,20,8
71,0,1,1,Western Region,A LEVEL 2 of 5 RISK,80,90,500,1000,10,50,50,20,10
69,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),25,25,500,1,1,20,5,12,5
73,0,0,1,Central Region,A SLIGHT RISK,0,0,1,1,1,1,1,1,1
74,0,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,100,100,500,10,0.01,10,30,21,4
21,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),4,3,500,100,1,45,16,11,15
22,0,1,2,Southern Region,AN LEVEL 3 of 5 RISK,20,50,2,50,1,20,50,20,23
20,0,1,2,Eastern Region,A MODERATE RISK (30% CHANCE),20,30,500,100,100,50,20,40,15
72,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,0,500,10,10,20,5,20,20
22,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,100,50,500,100,1,100,10,50,10
70,0,0,1,Eastern Region,A 30% CHANCE,50,75,500,1,1,25,30,20,83
22,0,0,2,Eastern Region,A MODERATE RISK,90,100,50,50,1,50,3,50,50
69,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,75,95,25,3,1,20,15,6,2
23,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,10,5,10,5,5,5
67,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,1,1,10,25,30,15
68,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),100,50,500,10,10,30,5,6,10
18,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),0,0,500,10,0.1,80,25,65,20
22,0,0,4,Southern Region,AN ENHANCED RISK,33,55,12,44,55,77,7,66,3
72,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,40,45,470,250,15,34,37,45,42
69,0,0,1,Eastern Region,A SLIGHT RISK,20,20,500,10,10,40,30,35,1
23,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),3,0,500,10,20,5,5,5,6
21,1,0,4,Western Region,AN ENHANCED RISK,100,50,100,1,70,60,5,60,50
19,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),60,50,60,20,60,70,47,5,6
20,0,0,4,Eastern Region,A LEVEL 2 of 5 RISK,60,70,500,10,10,25,30,27,59
65,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),100,100,600,50,10,30,3,2,40
18,0,0,4,Western Region,A MODERATE RISK,45,45,500,10,0.01,20,30,40,5
20,0,1,1,Western Region,AN ENHANCED RISK (15% CHANCE),76,100,500,100,50,35,3,45,25
18,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),78,77,50,50,50,50,20,63,26
23,1,1,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),80,50,500,1,1,40,3,6,30
67,0,0,1,Central Region,A MODERATE RISK,25,0,600,1,1,60,30,35,20
78,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),100,100,500,1,1,33,50,35,5
21,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),50,50,565,700,50,60,25,45,10
22,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),19,85,500,100,0.1,10,30,20,5
21,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),75,100,400,10,1,65,25,45,5
29,0,1,5,Eastern Region,A LEVEL 4 of 5 RISK,8,10,500,420,100,5,38,50,10
67,0,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),90,75,20,15,10,50,3,10,20
19,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),56,78,500,9,5,64,25,12,75
71,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),95,100,500,100,1,10,7,6,10
79,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),80,75,1000,100,1,50,10,12,20
24,0,0,1,Central Region,AN 15% CHANCE,50,75,500,100,1,25,35,50,20
72,0,0,1,Southern Region,A SLIGHT RISK,25,35,500,1,1,20,50,35,5
70,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,75,50,500,75,1,40,3,60,10
66,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),25,70,500,100,10,65,25,35,30
21,1,1,2,Southern Region,AN ENHANCED RISK,80,90,400,10,60,50,5,10,50
19,0,1,5,Eastern Region,A 30% CHANCE,5,5,50,60,70,80,5,5,50
66,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,75,75,500,100,1,40,38,52,20
21,1,0,2,Southern Region,A SLIGHT RISK,44,65,666,10,1,15,28,1,51
77,1,0,1,Eastern Region,AN ENHANCED RISK,80,100,500,10,1,25,40,20,10
78,1,0,1,Southern Region,A SLIGHT RISK,80,80,50,100,75,20,25,70,15
19,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),56,45,500,500,36,32,25,12,2
68,1,0,1,Western Region,A 5% CHANCE,10,10,500,24,5,20,15,8,15
19,1,0,1,Eastern Region,AN ENHANCED RISK,70,60,500,10,0.1,25,30,20,53
74,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,80,100,600,20,1,25,45,45,33
21,1,1,5,Western Region,AN ENHANCED RISK (15% CHANCE),89,9,1,1,99,23,3,3,33
65,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),90,80,500,10,0.1,60,30,35,25
79,1,0,1,Western Region,A 5% CHANCE,80,100,500,1,0.01,2,30,35,10
20,1,0,1,Central Region,A MODERATE RISK,5,5,5,5,80,50,5,5,25
35,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),90,95,1000,10,100,40,50,70,20
18,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,50,75,500,10,1,40,32,25,20
73,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),3,10,80,3,90,30,30,20,40
