age,gend,hisp,race,nws_region,spc_rand,spc_risk_perc,spc_resp_perc,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom
32,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,50,100,500,10,0.01,10,30,10,1
34,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),75,75,50,10,1,40,5,30,15
49,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,90,95,75,50,25,25,25,55,20
50,0,0,1,Southern Region,A 30% CHANCE,20,0,500,1,1,5,1,5,20
49,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),2,1,500,10,1,33,50,40,60
62,0,0,1,Central Region,A 5% CHANCE,5,5,500,10,1,40,30,10,3
64,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),25,25,50,20,1,75,50,35,20
27,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,20,50,500,10,1,20,30,40,15
32,0,0,4,Central Region,A MODERATE RISK,46,75,36,63,36,52,23,27,47
26,0,0,1,Southern Region,AN ENHANCED RISK,50,NA,500,10,1,40,30,30,20
27,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),30,50,500,1,1,10,15,12,50
27,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),2,0,500,100,100,35,3,60,20
52,0,0,4,Southern Region,AN ENHANCED RISK,15,15,450,5,1,33,25,10,5
62,0,0,1,Western Region,A 30% CHANCE,20,70,300,10,1,10,10,16,10
63,0,0,1,Southern Region,A 30% CHANCE,20,20,500,10,0.001,7,25,40,20
50,0,0,1,Central Region,A MODERATE RISK,0,0,750,10,1,25,12,30,5
63,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),50,80,500,10,0.1,10,30,16,4
63,0,0,1,Southern Region,A 5% CHANCE,0,0,500,10,10,10,30,40,15
63,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),50,60,500,1,1,40,30,17,80
62,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),100,100,500,1,1,100,50,1,20
58,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),60,60,50,51,1,5,5,22,5
61,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,0,600,100,100,1,7,7,10
56,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),50,20,500,1,1,66,10,12,20
50,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),65,45,500,10,0.05,65,30,10,35
32,0,0,1,Central Region,A 30% CHANCE,NA,NA,500,10,10,60,25,3,80
61,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),5,5,500,10,1,20,25,50,95
60,0,0,1,Central Region,A MODERATE RISK,50,80,50,10,0.1,2,30,12,4
56,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),99,99,9,9,9,9,1,1,1
27,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,5,6,600,400,100,100,50,50,50
48,0,0,1,Central Region,AN ENHANCED RISK,80,20,250,30,100,20,20,30,10
57,0,0,4,Central Region,A LEVEL 4 of 5 RISK,100,60,50,10,0.001,20,50,8,20
59,0,0,1,Central Region,A 30% CHANCE,10,0,500,100,25,75,25,35,10
63,0,0,1,Central Region,A SLIGHT RISK,50,80,500,10,1,40,25,8,25
60,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,500,10,50,20,10,20,5
54,0,0,1,Western Region,A SLIGHT RISK,70,75,500,100,2,85,30,30,40
51,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),60,40,30,40,30,60,25,16,70
63,0,0,1,Western Region,A 5% CHANCE,10,10,10,1,1,5,15,42,20
26,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),85,85,500,10,1,100,25,35,20
57,0,0,1,Western Region,A SLIGHT RISK,20,10,500,10,0.1,33,35,20,20
45,0,0,1,Southern Region,AN LEVEL 3 of 5 RISK,9,9,500,10,3,40,3,10,35
32,0,0,1,Southern Region,AN ENHANCED RISK,80,50,50,10,0.1,50,30,23.3,20
56,0,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),5,8,4,8,3,6,7,9,24
61,0,0,1,Central Region,AN 15% CHANCE,5,0,500,10,1,30,5,35,20
64,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,90,100,500,10,10,33,10,50,20
55,0,0,1,Southern Region,AN ENHANCED RISK,50,80,60,2,1,7,30,40,20
59,0,0,1,Southern Region,A 30% CHANCE,35,50,500,100,1,33,30,40,10
58,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,75,50,50,0.01,1,20,30,40,10
54,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),90,90,0,1,1,50,5,2,1
58,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),10,0,500,0,0,20,5,7,20
62,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),25,40,50,10,0.01,33,25,30,40
64,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,70,10,10,20,5,20,10
63,0,0,1,Southern Region,AN 15% CHANCE,10,10,450,10,1,75,20,20,15
56,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,85,85,65,10,1,15,15,6,9
32,0,0,1,Western Region,AN ENHANCED RISK,75,70,500,0.0001,0.001,0.001,30,23,10
49,0,0,4,Southern Region,AN ENHANCED RISK,90,50,500,10,10,5,7,10,2
31,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,400,10,10,10,10,10,20
30,0,0,1,Central Region,AN ENHANCED RISK,10,50,500,10,0.1,25,25,11,2
26,0,0,1,Central Region,A LEVEL 2 of 5 RISK,100,100,500,10,1,20,10,17,9
58,0,0,1,Southern Region,AN 15% CHANCE,10,10,500,1,1,50,30,59,15
51,0,0,4,Western Region,A MODERATE RISK (LEVEL 4 of 5),100,100,500,10,0.1,0.2,30,12,0.04
46,0,0,1,Southern Region,A 30% CHANCE,50,75,501,100,4,30,30,6,45
55,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),80,90,500,500,100,75,25,40,50
63,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),2,0,50,10,100,50,50,10,20
59,0,0,1,Central Region,A 30% CHANCE,30,30,250,10,1,10,30,7,20
54,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),50,50,500,1,1,4,10,10,10
28,0,0,1,Central Region,AN 15% CHANCE,40,10,500,10,1,33,50,60,25
59,0,0,1,Southern Region,AN 15% CHANCE,50,65,500,10,1,20,30,60,20
59,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,7,5,500,10,10,2,35,70,2
53,0,0,1,Western Region,A LEVEL 2 of 5 RISK,65,75,550,10,0.001,0.1,25,10,1
62,0,0,1,Central Region,A LEVEL 2 of 5 RISK,75,100,500,10,1,20,25,22,20
57,0,0,1,Central Region,A SLIGHT RISK,10,10,600,10,0.05,40,30,46,1
57,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),100,100,50,50,50,50,50,50,50
27,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),20,90,500,10,0.1,33,30,20,8
29,0,0,1,Western Region,A 30% CHANCE,35,45,651,10,0.01,30,35,15,20
52,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),20,10,500,100,100,2,5,3,80
55,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,90,95,500,250,25,20,10,10,5
50,0,0,1,Western Region,A LEVEL 2 of 5 RISK,50,100,500,100,10,60,25,70,3
33,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),NA,NA,50,10,1,3,5,6,6
54,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),5,5,500,10,0.01,33,30,52.5,10
60,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,365,5,1,5,3,4,15
64,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),50,50,50,1,0.001,50,6,8,10
64,0,0,1,Western Region,AN ENHANCED RISK,10,100,500,101,1,25,50,35,2
61,0,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),50,75,501,10,1,10,30,35,20
60,0,0,1,Central Region,A LEVEL 4 of 5 RISK,80,80,500,1,1,50,35,35,20
59,0,0,1,Western Region,A LEVEL 4 of 5 RISK,99,100,500,100,1,25,50,33,33
60,0,0,1,Central Region,A 5% CHANCE,1,0,500,10,10,30,35,70,10
56,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,100,100,5,50,1,100,24,70,100
30,0,0,1,Western Region,A SLIGHT RISK,50,70,500,0.01,0.001,40,50,20,40
60,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),5,5,500,10,1,20,3,2,50
25,0,0,4,Central Region,A 5% CHANCE,60,78,7,8,89,7,8,7,9
63,0,0,4,Western Region,AN ENHANCED RISK (15% CHANCE),90,70,50,10,10,10,1,10,10
29,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,70,75,500,10,0.5,33,10,40,70
58,0,0,4,Central Region,A 5% CHANCE,90,100,500,0.001,0.001,0.1,30,11.6,0.002
52,0,0,4,Central Region,A SLIGHT RISK (5% CHANCE),10,5,500,10,10,25,30,23,80
50,0,0,4,Western Region,A LEVEL 2 of 5 RISK,70,80,450,20,0,20,1,5,5
30,0,0,4,Western Region,AN 15% CHANCE,0,0,500,10,0.1,10,30,20,25
31,0,0,4,Central Region,AN LEVEL 3 of 5 RISK,50,50,100,100,100,100,3,6,5
53,0,0,4,Western Region,AN ENHANCED RISK,75,80,1000,100,1,100,45,35,20
48,0,0,1,Western Region,A LEVEL 2 of 5 RISK,75,75,500,100,1,30,30,25,35
53,0,0,1,Central Region,A 5% CHANCE,50,50,800,1,1,15,20,25,20
64,0,0,1,Western Region,A 30% CHANCE,30,60,500,10,0.1,40,30,20,5
64,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),60,60,500,10,0.1,10,30,12,4
29,0,0,1,Western Region,A MODERATE RISK,50,75,500,10,0.1,25,30,52,10
63,0,0,1,Central Region,A 5% CHANCE,25,50,50,10,10,2,50,1,100
61,0,0,1,Central Region,A LEVEL 4 of 5 RISK,80,70,500,10,0.01,25,10,14,2
49,0,0,1,Central Region,A MODERATE RISK,100,100,500,500,100,75,35,50,20
54,0,0,1,Western Region,AN ENHANCED RISK,100,100,500,100,1,20,10,8,10
64,0,0,1,Central Region,AN 15% CHANCE,50,50,500,100,1,40,10,35,10
58,0,0,1,Central Region,A LEVEL 2 of 5 RISK,40,45,720,10,0.01,12,44,31,50
45,0,0,1,Western Region,A MODERATE RISK,40,40,50,50,50,40,40,60,34
55,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),100,100,100,100,100,50,25,30,25
58,0,0,1,Western Region,AN 15% CHANCE,30,40,50,10,1,10,25,10,20
29,0,0,1,Central Region,A LEVEL 2 of 5 RISK,85,90,500,10,10,10,40,25,20
26,0,0,1,Western Region,AN 15% CHANCE,10,10,500,10,2,20,30,12,10
55,0,0,1,Central Region,A LEVEL 4 of 5 RISK,80,80,500,10,5,25,15,15,20
25,0,0,1,Central Region,AN 15% CHANCE,25,10,50,50,50,15,50,10,10
63,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),90,90,800,10,15,35,40,40,80
59,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),50,50,500,10,1,20,30,22,20
31,0,0,1,Western Region,A LEVEL 2 of 5 RISK,30,30,500,100,0.1,25,25,2,20
60,0,0,1,Central Region,A 5% CHANCE,50,20,500,10,1,50,10,30,20
58,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,800,60,50,58,9,10,40
63,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),50,50,500,1,1,40,20,10,20
64,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),30,30,400,9,100,25,20,35,10
50,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,250,200,2,1,10,5,5
30,0,0,1,Central Region,A 30% CHANCE,30,10,500,10,0.1,10,30,25,50
59,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),35,45,500,100,0.001,20,30,25,20
49,0,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),30,30,500,10,0.1,25,30,23,4
64,0,0,1,Central Region,A LEVEL 2 of 5 RISK,40,50,500,10,1,35,20,30,20
62,0,0,1,Western Region,AN ENHANCED RISK,80,80,501,1,1,40,25,35,10
64,0,0,1,Central Region,A 5% CHANCE,70,50,500,10,0.1,0.6,33,11,15
32,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),0,0,500,10,0.1,13,16,2,15
27,0,0,1,Central Region,A 30% CHANCE,60,70,500,10,1,25,10,20,5
30,0,0,1,Central Region,A 30% CHANCE,30,30,500,1,1,5,30,20,20
58,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),100,10,500,10,1,25,30,35,16
45,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),50,50,50,50,50,50,50,50,50
61,0,0,1,Central Region,AN 15% CHANCE,10,5,500,10,1,10,25,10,20
62,0,0,1,Central Region,A LEVEL 4 of 5 RISK,50,50,500,10,100,50,5,35,20
51,0,0,1,Western Region,A 30% CHANCE,50,60,500,1,1,1,5,4,10
33,0,0,1,Central Region,A LEVEL 2 of 5 RISK,75,75,500,10,1,40,3,20,20
62,0,0,1,Western Region,AN 15% CHANCE,15,15,500,100,0.01,20,13.33,12,5
63,0,0,1,Western Region,A MODERATE RISK,70,80,200,1,100,3,7,35,20
25,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),100,80,500,10,1,25,30,20,4
61,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,60,50,10,1,1,10,20,20
62,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,5,20,500,10,1,10,33,12,30
32,0,0,1,Central Region,A LEVEL 2 of 5 RISK,75,100,500,100,10,80,35,30,5
29,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),25,50,500,1,1,13,3,35,5
63,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),1,0,500,101,1,10,30,23,15
30,0,0,1,Central Region,AN 15% CHANCE,0,0,500,10,0.1,25,34,70,20
53,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,70,500,100,10,30,50,40,20
28,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),45,56,55,100,67,45,3,4,67
29,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,500,10,1,30,20,35,25
27,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),60,50,500,10,0.01,40,10,10,100
59,0,0,1,Central Region,A 5% CHANCE,5,5,45,1,1,2,3,50,20
32,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),80,90,500,10,10,100,5,5,50
31,0,0,1,Western Region,A MODERATE RISK,50,50,50,50,70,70,50,30,100
52,0,0,1,Central Region,A LEVEL 2 of 5 RISK,25,15,545,10,0,25,30,12,30
47,0,0,1,Western Region,A 30% CHANCE,45,90,300,30,5,50,20,55,30
28,0,0,1,Central Region,A 30% CHANCE,50,90,500,10,0.1,25,30,25,15
61,0,0,1,Central Region,AN ENHANCED RISK,100,100,500,10,50,25,25,35,20
47,0,0,1,Western Region,AN ENHANCED RISK,25,50,500,40,1,40,30,12,8
55,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),30,50,500,10,1,33,30,10,4
26,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),80,85,500,2,1,15,5,30,10
57,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),60,50,500,10,1,30,35,55,20
32,0,0,1,Central Region,AN ENHANCED RISK,30,0,500,10,0.1,2,6,4,20
60,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),100,100,500,60,50,50,25,15,20
57,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,30,75,10,1,25,35,20,15
58,0,0,1,Central Region,A 5% CHANCE,10,10,50,10,10,10,5,6,20
34,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),75,75,500,10,0.1,10,30,23,20
50,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,20,40,500,10,0.1,50,30,20,50
64,0,0,1,Central Region,A 30% CHANCE,25,25,750,10,100,40,40,20,1
54,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),100,100,500,1,0,50,1,50,20
57,0,0,1,Central Region,A 5% CHANCE,20,20,500,0,1,15,3,6,15
63,0,0,1,Central Region,A LEVEL 4 of 5 RISK,4,60,500,1,0.01,8,15,19,2
63,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),20,50,500,100,0.1,40,30,20,25
53,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,80,500,100,1,10,15,16,20
48,0,0,1,Central Region,A 5% CHANCE,5,5,650,100,20,70,35,20,5
34,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,2,2,2,15,2,2,100
61,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,2,2,500,20,0.1,25,30,35,50
63,0,0,1,Western Region,A 30% CHANCE,75,75,500,1,1,30,25,45,20
27,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),20,0,590,2,3,1,5,6,5
53,0,0,1,Western Region,A 30% CHANCE,0,0,0,0,0,20,1,6,30
59,0,0,1,Central Region,A LEVEL 4 of 5 RISK,70,60,500,100,1,5,20,20,25
54,0,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),25,25,50,0.01,0.01,10,33,0.3,50
26,0,0,1,Central Region,AN 15% CHANCE,5,10,500,10,0.5,10,30,35,3
28,0,0,1,Central Region,AN ENHANCED RISK,50,50,1,1,1,100,50,6,50
47,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,90,95,50,15,1,22,3,4,20
59,0,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),5,25,45,0.5,1,50,20,27,15
27,0,0,1,Central Region,A 5% CHANCE,0,0,500,10,0.1,33,30,23,50
62,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),5,10,500,10,1,35,4,70,80
60,0,0,1,Western Region,A LEVEL 4 of 5 RISK,70,90,500,1,100,20,25,20,20
49,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),50,80,57,10,0.1,25,30,25,13.724
30,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),0,100,2,3,2,20,5,3,15
53,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),50,75,500,25,10,100,30,2,20
64,0,0,1,Central Region,A 5% CHANCE,5,5,510,10,1,20,25,20,4
53,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),90,50,500,10,99,30,25,15,25
63,0,0,1,Western Region,A LEVEL 4 of 5 RISK,75,25,500,10,10,20,30,50,20
59,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),30,30,500,10,10,25,35,23,4
55,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),80,90,500,10,10,30,10,15,15
31,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),40,60,500,10,0.1,25,30,20,0.5
34,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,0,0,500,1,1,20,5,20,10
60,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,75,60,500,10,0.1,50,30,20,4
63,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),90,100,500,10,1,10,30,35,4
29,0,0,1,Western Region,A SLIGHT RISK,5,70,575,10,0.1,10,30,25,4
60,0,0,1,Central Region,A 5% CHANCE,0,0,500,100,100,33,35,40,25
62,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,500,10,100,50,5,10,20
64,0,0,1,Central Region,A MODERATE RISK,50,50,500,10,10,60,10,10,20
50,0,0,1,Western Region,A MODERATE RISK,80,70,500,10,10,20,15,20,10
61,0,0,1,Central Region,A SLIGHT RISK,30,10,500,1,1,50,5,60,20
58,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),2,20,500,10,1,25,30,20,50
48,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),45,20,500,10,5,80,30,60,20
52,0,0,1,Central Region,A 30% CHANCE,50,50,800,1,1,20,20,3,10
48,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),90,95,500,90,10,45,50,10,20
56,0,0,1,Western Region,A LEVEL 4 of 5 RISK,85,90,500,10,1,30,15,30,60
51,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),20,55,45,10,20,45,3,6,15
50,0,0,1,Central Region,A LEVEL 2 of 5 RISK,30,20,300,0.5,10,10,25,1,2
53,0,0,1,Western Region,A LEVEL 4 of 5 RISK,80,100,500,10,0.1,1,30,20,80
50,0,0,1,Central Region,A LEVEL 2 of 5 RISK,30,80,500,10,0.0001,0.01,30,20,25
62,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),25,10,500,10,1,1.5,1.5,20,0.25
25,0,0,1,Central Region,A SLIGHT RISK,50,50,400,1,10,33,20,20,20
29,0,0,1,Central Region,A SLIGHT RISK,20,20,40,10,1,10,25,50,2
52,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),25,25,500,10,1,40,30,20,10
53,0,0,1,Central Region,A LEVEL 4 of 5 RISK,7,77,500,10,0.01,5,30,26,15
51,0,0,1,Western Region,A 5% CHANCE,5,5,500,10,1,20,35,20,4
33,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),30,40,500,100,1,25,30,35,20
53,0,0,1,Central Region,A MODERATE RISK,50,75,500,10,0.1,25,30,20,50
27,0,0,1,Central Region,A 5% CHANCE,5,5,500,10,0.1,40,30,20,4
54,0,0,1,Central Region,AN ENHANCED RISK,50,20,500,10,0.1,25,5,40,4
30,0,0,1,Central Region,A LEVEL 4 of 5 RISK,75,40,500,100,5,30,5,12,30
48,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),99,78,769,10,10,40,34,15,20
53,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),50,25,500,10,1,4,30,23,4
30,0,0,1,Central Region,A 5% CHANCE,50,50,500,10,1,20,5,13,25
51,0,0,1,Western Region,AN ENHANCED RISK,50,60,500,1,100,40,3,35,15
52,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),100,100,750,10,10,10,10,10,10
29,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),10,10,500,10,0.1,1,25,10,5
54,0,0,1,Central Region,A 30% CHANCE,50,50,500,10,0.01,10,30,20,20
48,0,0,1,Western Region,A 30% CHANCE,5,NA,500,10,0.001,10,30,43,50
30,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),50,50,500,10,0.01,66,25,12,20
47,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),10,10,600,1,1,40,40,15,10
34,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),65,85,400,10,1,35,30,20,40
45,0,0,1,Central Region,A 30% CHANCE,20,30,500,10,1,25,30,35,25
25,0,0,1,Central Region,A LEVEL 4 of 5 RISK,35,95,500,10,1,15,25,20,5
31,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),0,0,50,1,1,70,50,50,4
25,0,0,1,Western Region,A MODERATE RISK (30% CHANCE),60,50,500,10,1,5,27,10,20
48,0,0,1,Western Region,A LEVEL 4 of 5 RISK,70,80,50,10,0.001,25,10,12,10
32,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),0,0,1000,50,50,50,50,40,40
53,0,0,1,Central Region,AN 15% CHANCE,10,0,500,100,0.01,75,25,7,20
54,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),40,30,500,10,1,3,3,10,20
54,0,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),85,95,1000,10,0.01,10,30,23,50
26,0,0,1,Western Region,AN ENHANCED RISK,NA,NA,4,5,2,1,1,5,4
45,0,0,1,Central Region,A 5% CHANCE,5,20,500,10,1,25,30,23,4
47,0,0,1,Western Region,A 5% CHANCE,25,65,500,10,1,10,30,30,4
28,0,0,1,Central Region,A SLIGHT RISK,50,50,400,1,1,75,3,10,5
49,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),10,50,500,10,0.1,50,25,10,20
45,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,0,20,500,100,1,20,30,35,5
46,0,0,1,Central Region,A 30% CHANCE,20,30,500,10,0.01,3,10,23,10
30,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),100,85,500,300,50,40,15,25,65
25,0,0,1,Western Region,A LEVEL 2 of 5 RISK,50,100,600,1,1,50,3,3,40
51,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,85,100,525,10,0.01,20,50,20,80
46,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),0,50,500,100,100,50,25,10,25
47,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),30,0,500,10,1,25,30,20,4
53,0,0,1,Central Region,A LEVEL 2 of 5 RISK,25,0,500,3,1,50,13,13,5
32,0,0,1,Central Region,AN 15% CHANCE,8,15,500,10,0.01,15,33,20,10
47,0,0,1,Western Region,A 30% CHANCE,35,25,500,1,1,2.5,50,10,10
34,0,0,1,Western Region,AN ENHANCED RISK,10,10,100,100,1,2,3,7,5
52,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,500,10,0.1,25,30,20,25
46,0,0,1,Central Region,A 30% CHANCE,2,6,50,1,1,10,20,60,1
53,0,0,1,Central Region,AN 15% CHANCE,50,40,400,200,40,50,20,4,5
29,0,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),0,10,500,1,1,10,30,11,12
25,0,0,1,Western Region,A SLIGHT RISK,20,10,500,10,0.1,25,30,20,4
49,0,0,1,Western Region,AN 15% CHANCE,80,80,500,10,0.1,25,30,20,50
47,0,0,1,Central Region,A 5% CHANCE,80,70,500,10,0.1,20,25,12,12
25,0,0,1,Western Region,A 30% CHANCE,70,80,500,10,1,70,20,50,10
46,0,0,1,Central Region,A LEVEL 2 of 5 RISK,75,90,500,10,0.1,20,30,23,10
30,0,0,1,Central Region,A LEVEL 2 of 5 RISK,75,100,500,1,0.01,25,30,35,20
52,0,0,1,Central Region,A 5% CHANCE,5,30,500,10,10,10,30,20,20
52,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),0,0,500,10,1,25,25,30,15
51,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),50,50,500,5,5,10,1,10,5
49,0,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,100,80,20,60,3,6,50
45,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),1,1,5,2,40,50,19,45,10
52,0,0,1,Central Region,A LEVEL 2 of 5 RISK,20,20,500,10,10,20,30,22,40
45,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,50,50,50,50,50,50,2,2,50
53,0,0,1,Western Region,AN ENHANCED RISK,70,65,500,10,0.01,20,30,23,4
52,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,75,100,700,100,1,10,35,25,3
54,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,50,100,950,10,0.1,50,33,20,20
53,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,40,60,500,1,10,50,35,57,45
52,0,0,1,Central Region,A LEVEL 4 of 5 RISK,90,95,500,10,0.01,33,10,20,2
45,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),55,65,500,10,0.001,1,30,24,20
52,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),65,45,500,10,10,20,10,70,15
52,0,0,1,Central Region,A SLIGHT RISK,1,1,500,10,1,1,10,7,25
54,0,0,1,Western Region,A 30% CHANCE,50,90,50,1,1,50,25,30,20
